楷書編號	釋義	部首	字體編號
8879	《說文》：“綈，厚繒也。从糸，弟聲。”	說文‧糸部	&27.7D88;
3181	《說文》：“絹，繒如麥䅌。从糸，肙聲。”	說文‧糸部	&27.7D79;
47378	《說文》：“䋭，帛青經縹緯。一曰育陽染也。从糸，育聲。”	說文‧糸部	&27.EACB;
8886	《說文》：“綎，系綬也。从糸，廷聲。”	說文‧糸部	&27.7D8E;
3185	《說文》：“絛，扁緒也。从糸，攸聲。”	說文‧糸部	&27.7D5B;
8884	《說文》：“綅，絳綫也。从糸，侵省聲。《詩》曰：‘貝胄朱綅。’”	說文‧糸部	&27.7D85;
47259	《說文》：“䋢，扁緒也。一曰弩腰鉤帶。从糸，折聲。”	說文‧糸部	&27.EADD;
47268	《說文》：“綊，䋊綊也。从糸，夾聲。”	說文‧糸部	&27.EAE2;
4589	《說文》：“䋣，馬髦飾也。从糸，每聲。《春秋傳》曰：‘可以稱旌䋣乎。’䋣或从𢍍。𢍍，籀文弁。”	說文‧糸部	&27.7E41;
8880	《說文》：“綆，汲井綆也。从糸，更聲。”	說文‧糸部	&27.7D86;
8885	《說文》：“絺，細葛也。从糸，希聲。”	說文‧糸部	&27.7D7A;
8890	《說文》：“綌，粗葛也。从糸，𧮫聲。𢂲，綌或从巾。”	說文‧糸部	&27.7D8C;
3184	《說文》：“綏，車中把也。从糸，从妥。”	說文‧糸部	&27.7D8F;
8881	《說文新附》：“綀，布屬。从糸，束聲。”	說文‧糸部	&27.7D80;
47663	《說文》：“𦅽，素屬。从素，収聲。”	說文‧素部	&27.EAFA;
47257	《說文》：“䋤，白約，縞也。从素，勺聲。”	說文‧素部	&27.EAFB;
3229	《說文》：“蛹，繭蟲也。从虫，甬聲。”	說文‧虫部	&27.86F9;
3230	《說文》：“蜓，蝘蜓也。从虫，廷聲。一曰螾蜓。”	說文‧虫部	&27.8713;
8990	《說文》：“蛵，丁蛵，負勞也。从虫，巠聲。”	說文‧虫部	&27.86F5;
3233	《說文》：“蜀，葵中蠶也。从虫。上目象蜀頭形，中象其身蜎蜎。《詩》曰：‘蜎蜎者蜀。’”	說文‧虫部	&27.8700;
3234	《說文》：“蛾，羅也。从虫，我聲。”	說文‧虫部	&27.86FE;
8984	《說文》：“蜋，堂蜋也。从虫，良聲。一名蚚父。”	說文‧虫部	&27.870B;
8992	《說文》：“蛸，𧓎蛸，堂蜋子。从虫，肖聲。”	說文‧虫部	&27.86F8;
3238	《說文》：“蜆，縊女也。从虫，見聲。”	說文‧虫部	&27.8706;
8988	《說文》：“蛺，蛺蜨也。从虫，夾聲。”	說文‧虫部	&27.86FA;
8996	《說文》：“蛶，商何也。从虫，寽聲。”	說文‧虫部	&27.86F6;
3235	《說文》：“蛻，蛇蟬所解皮也。从虫，挩省。”	說文‧虫部	&27.86FB;
3237	《說文》：“蜃，雉入海化為蜃。从虫，辰聲。”	說文‧虫部	&27.8703;
8993	《說文》：“蜎，蜎也。从虫，肙聲。”	說文‧虫部	&27.870E;
8318	《說文》：“蛩蛩，獸也。一曰，秦謂蟬蛻曰蛩。从虫，巩聲。”	說文‧虫部	&27.86E9;
42220	《說文》：“𧒎，蠶化飛蟲。从䖵，我聲。”	說文‧䖵部	&27.EB26;
8986	《說文》：“𧒔，多足蟲也。从䖵，求聲。𧋛，𧒔或从虫。”	說文‧䖵部	&27.EB35;
8986	《說文》：“𧒔，多足蟲也。从䖵，求聲。𧋛，𧒔或从虫。”	說文‧䖵部	&27.EB35;
8994	《說文》：“𧖚，蚍𧖚也。从䖵，㯱聲。蜉，𧖚或从虫，从孚。”	說文‧䖵部	&27.EB36;
56503	《說文》：“䫻，大風也。从風，日聲。”	說文‧風部	&27.EB41;
9154	《說文》：“黽，鼃黽也。从它，象形。黽頭與它頭同。𪓕，籀文黽。”	說文‧黽部	&27.9EFD;
9154	《說文》：“黽，鼃黽也。从它，象形。黽頭與它頭同。𪓕，籀文黽。”	說文‧黽部	&27.9EFD;
8523	《說文》：“塙，堅不可拔也。从土，高聲。”	說文‧土部	&27.5859;
23122	《說文》：“㙚，赤剛土也。从土，觲省聲。”	說文‧土部	&27.EB51;
2973	《說文》：“凷，墣也。从土，一屈象形。塊，凷或从鬼。”	說文‧土部	&27.F679;
8517	《說文》：“塍，稻中畦也。从土，朕聲。”	說文‧土部	&27.584D;
2970	《說文》：“填，塞也。从土，真聲。”	說文‧土部	&27.586B;
2975	《說文》：“塒，雞棲垣為塒。从土，時聲。”	說文‧土部	&27.5852;
32552	《說文》：“坻，小渚也。《詩》曰：‘宛在水中坻。’从土，氐聲。汷，坻或从水，从攵。𣹡，坻或从水，从耆。”	說文‧土部	&27.577B;
2964	《說文》：“塞，隔也。从土，从𡨄。”	說文‧土部	&27.585E;
6680	《說文》：“埐，地也。从土，聲。”	說文‧土部	&27.57D0;
6211	《說文》：“垔，塞也。《尚書》曰：‘鯀垔洪水。’从土，西聲。𡎱，古文垔。”	說文‧土部	&27.5794;
6211	《說文》：“垔，塞也。《尚書》曰：‘鯀垔洪水。’从土，西聲。𡎱，古文垔。”	說文‧土部	&27.5794;
8516	《說文》：“塏，高燥也。从土，豈聲。”	說文‧土部	&27.584F;
3066	《說文》：“毀，缺也。从土，毇省聲。𣪷，古文毀从壬。”	說文‧土部	&27.6BC0;
3066	《說文》：“毀，缺也。从土，毇省聲。𣪷，古文毀从壬。”	說文‧土部	&27.6BC0;
23100	《說文》：“壞，敗也。从土，褱聲。𡎯，古文壞省。𣀤，籀文壞。”	說文‧土部	&27.58DE;
2976	《說文》：“塋，墓也。从土，熒省聲。”	說文‧土部	&27.584B;
2967	《說文新附》：“塗，泥也。从土，涂聲。”	說文‧土部	&27.5857;
8513	《說文新附》：“塓，塗也。从土，冥聲。”	說文‧土部	&27.5853;
2966	《說文新附》：“塘，隄也。从土，唐聲。”	說文‧土部	&27.5858;
2969	《說文新附》：“塔，西域浮屠也。从土，答聲。”	說文‧土部	&27.5854;
3124	《說文》：“畸，殘田也。从田，奇聲。”	說文‧田部	&27.7578;
8797	《說文》：“畹，田三十𤱑也。从田，宛聲。”	說文‧田部	&27.7579;
8798	《說文》：“畷，兩陌閒道也，廣六尺。从田，叕聲。”	說文‧田部	&27.7577;
3123	《說文》：“當，田相值也。从田，尚聲。”	說文‧田部	&27.7576;
39145	《說文》：“畺，界也。从畕、三，其界畫也。疆，畺或从彊、土。”	說文‧畕部	&27.F65C;
3207	《說文》：“𦥶，母之兄弟為𦥶，妻之父為外𦥶。从男，臼聲。”	說文‧男部	&27.8205;
22385	《說文》：“勥，迫也。从力，強聲。勥，古文从彊。”	說文‧力部	&27.EB92;
22387	《說文》：“勠，并力也。从力，翏聲。”	說文‧力部	&27.EB96;
50876	《說文》：“動，作也。从力，重聲。𨔝，古文動从辵。”	說文‧力部	&27.52D5;
2940	《說文》：“勦，勞也。《春秋傳》曰：‘安用勦民。’从力，巢聲。”	說文‧力部	&27.52E6;
2941	《說文》：“勤，勞也。从力，堇聲。”	說文‧力部	&27.52E4;
22374	《說文》：“𠢕，健也。从力，敖聲，讀若豪。”	說文‧力部	&27.EB9D;
22378	《說文》：“勡，劫也。从力，㶾聲。”	說文‧力部	&27.EB9F;
2939	《說文》：“募，廣求也。从力，莫聲。”	說文‧力部	&27.52DF;
2942	《說文新附》：“勢，盛力，權也。从力，埶聲。”	說文‧力部	&27.52E2;
3327	《說文》：“鉛，青金也。从金，㕣聲。”	說文‧金部	&27.925B;
3332	《說文》：“鉉，舉鼎也。《易》謂之鉉，《禮》謂之鼏。从金，玄聲。”	說文‧金部	&27.9249;
9095	《說文》：“鉥，綦鍼也。从金，朮聲。”	說文‧金部	&27.9265;
3335	《說文》：“鈹，大鍼也。一曰劒如刀裝者。从金，皮聲。”	說文‧金部	&27.9239;
9103	《說文》：“鉏，立薅所用也。从金，且聲。”	說文‧金部	&27.924F;
9099	《說文》：“鉊，大鐵也。从金，召聲。鎌謂之鉊，張徹說。”	說文‧金部	&27.924A;
9100	《說文》：“鉆，鐵銸也。从金，占聲。一曰膏車鐵鉆。”	說文‧金部	&27.9246;
3322	《說文》：“鉗，以鐵有所劫束也。从金，甘聲。”	說文‧金部	&27.9257;
3331	《說文》：“鈴，令丁也。从金，从令，令亦聲。”	說文‧金部	&27.9234;
9093	《說文》：“鉦，鐃。似鈴，柄中，上下通。从金，正聲。”	說文‧金部	&27.9266;
9089	《說文》：“鉈，短矛。从金，它聲。”	說文‧金部	&27.9248;
9096	《說文》：“鉞，車鑾聲也。从金，戉聲。《詩》曰：‘鑾聲鉞鉞。’”	說文‧金部	&27.925E;
9112	《說文》：“鉣，阻帶鐵也。从金，劫省聲。讀若劫。”	說文‧金部	&27.9263;
3334	《說文》：“鉅，大剛也。从金，巨聲。”	說文‧金部	&27.9245;
53526	《說文》：“𨥦，利也。从金，𠂔聲。讀若齊。”	說文‧金部	&27.EBC0;
3336	《說文新附》：“鈿，金華也。从金，田聲。”	說文‧金部	&27.923F;
24516	《說文》：“𣃔，截也。从斤，从𢇍。𢇍，古文絕。𠸿，古文𣃔从𠧢，𠧢，古文叀字。《周書》曰：‘𠸿𠸿猗無他技。’𠜷亦古文。”	說文‧斤部	&27.65B7;
3035	《說文》：“新，取木也。从斤，新聲。”	說文‧斤部	&27.65B0;
3034	《說文》：“斟，勺也。从斗，甚聲。”	說文‧斗部	&27.659F;
36574	《說文》：“𣂀，斛旁有𣂀。从斗，𠩓聲。一曰突也。一曰利也。《尔疋》曰：‘𣂀謂之疀，古田器也。’”	說文‧斗部	&27.EBCF;
277	《說文》：“矛，酋矛也。建於兵車，長二丈。象形。𢦧，古文矛，从戈。”	說文‧矛部	&27.77DB;
277	《說文》：“矛，酋矛也。建於兵車，長二丈。象形。𢦧，古文矛，从戈。”	說文‧矛部	&27.77DB;
8828	《說文》：“矠，矛屬。从矛，昔聲，讀若笮。”	說文‧矛部	&27.77E0;
9066	《說文》：“輧，輜車也。从車，并聲。”	說文‧車部	&27.8EFF;
3296	《說文》：“軾，車前也。从車，式聲。”	說文‧車部	&27.8EFE;
9069	《說文》：“輅，車軨前橫木也。从車，各聲。”	說文‧車部	&27.8F05;
54695	《說文》：“軝，長轂之軝也。以朱約之。从車，氏聲。《詩》曰：‘約軝錯衡。’軝，或从革。”	說文‧車部	&27.8EDD;
9071	《說文》：“輈，轅也。从車，舟聲。𨏺，籀文輈。”	說文‧車部	&27.8F08;
9071	《說文》：“輈，轅也。从車，舟聲。𨏺，籀文輈。”	說文‧車部	&27.8F08;
48228	《說文》：“䡓，車搖也。从車，从行。一曰衍省聲。”	說文‧車部	&27.E04C;
48244	《說文》：“𨋬，軺車後登也。从車，丞聲。讀若《易》‘抍馬’之抍。”	說文‧車部	&27.EBE7;
3295	《說文》：“載，乘也。从車，𢦒聲。”	說文‧車部	&27.8F09;
48212	《說文》：“軭，車戾也。从車，匡聲。”	說文‧車部	&27.EBED;
48236	《說文》：“䡔，礙也。从車，多聲。”	說文‧車部	&27.EBEE;
9070	《說文》：“輇，蕃車下庳輪也。一曰無輻也。从車，全聲。讀若饌。”	說文‧車部	&27.8F07;
9072	《說文》：“輂，大車駕馬也。从車，共聲。”	說文‧車部	&27.8F02;
9068	《說文》：“輀，喪車也。从車，而聲。”	說文‧車部	&27.8F00;
2432	《說文》：“陵，大𨸏也。从𨸏，夌聲。”	說文‧阜部	&27.9675;
9127	《說文》：“隗，陮隗也。从𨸏，鬼聲。”	說文‧阜部	&27.9697;
53304	《說文》：“𨻌，磊也。从𨸏，𠂹聲。”	說文‧阜部	&27.EBFA;
20999	《說文》：“陟，登也。从𨸏，从步。𠌹，古文陟。”	說文‧阜部	&27.965F;
3341	《說文》：“隕，從高下也。从𨸏，員聲。《易》曰：‘有隕自天。’”	說文‧阜部	&27.9695;
9125	《說文》：“隓，敗城𨸏曰隓，从𨸏，𢀡聲。𡐦，篆文。”	說文‧阜部	&27.9693;
9124	《說文》：“隒，崖也。从𨸏，兼聲。讀若儼。”	說文‧阜部	&27.9692;
53151	《說文》：“阸，塞也。从𨸏，戹聲。”	說文‧阜部	&27.EC02;
3340	《說文》：“隔，障也。从𨸏，鬲聲。”	說文‧阜部	&27.9694;
3730	《說文》：“隙，壁際孔也。从𨸏，从𡭴，𡭴亦聲。”	說文‧阜部	&27.9699;
53311	《說文》：“隖，小障也。一曰庳城也。从𨸏，烏聲。”	說文‧阜部	&27.EC10;
3339	《說文》：“𨽝，𨹟也。从𨺅，聲，，籀文嗌字。隘，籀文𨽝，从𨸏、益。”	說文‧𨺅部	&27.EC14;
3339	《說文》：“𨽝，𨹟也。从𨺅，聲，，籀文嗌字。隘，籀文𨽝，从𨸏、益。”	說文‧𨺅部	&27.EC14;
39166	《說文》：“𤲑，㡒也，所以載盛米。从宁，从甾。甾，缶也。”	說文‧宁部	&27.EC18;
3163	《說文》：“禽，走獸總名。从𠘯，象形，今聲。禽、离、兕，頭相似。”	說文‧禸部	&27.79BD;
3162	《說文》：“萬，蟲也。从厹，象形。”	說文‧禸部	&27.842C;
20443	《說文》：“禼，蟲也。从厹，象形，讀與偰同。”	說文‧禸部	&27.EDF5;
20443	《說文》：“禼，蟲也。从厹，象形，讀與偰同。”	說文‧禸部	&27.EDF5;
2924	《說文》：“亂，治也。从乙。乙，治之也。从𤔔。”	說文‧乙部	&27.4E82;
52312	《說文》：“辠，犯法也。从辛，从自。言辠人蹙鼻，苦辛之憂。秦以辠似皇字，改為罪。”	說文‧辛部	&27.F4B8;
35791	《說文》：“㝅，乳也。从子，㱿聲。一曰㝅瞀也。”	說文‧子部	&27.EC26;
27853	《說文》：“孴，盛皃。从孨，从日。讀若薿薿。一曰若存。𡥨，籀文孴从二子，一曰𡥨，即奇字㬜。”	說文‧孨部	&27.EC28;
3068	《說文》：“育，養子使作善也。从𠫓，肉聲。《虞書》曰：‘教育子。’毓，育或从每。”	說文‧𠫓部	&27.80B2;
2049	《說文》：“寅，髕也，正月陽氣動，去黄泉欲上出，陰尚強，象宀不達，髕寅於下也。”	說文‧寅部	&27.5BC5;
2049	《說文》：“寅，髕也，正月陽氣動，去黄泉欲上出，陰尚強，象宀不達，髕寅於下也。”	說文‧寅部	&27.5BC5;
3317	《說文》：“醻，主人進客也。从酉，𠷎聲。酬，醻或从州。”	說文‧酉部	&27.EC3B;
8593	《說文》：“酨，酢𤖅也。从酉，𢦒聲。”	說文‧酉部	&27.9168;
48654	《說文》：“䣸，闕。”	說文‧酉部	&27.EC4B;
3318	《說文新附》：“酪，乳漿也。从酉，各聲。”	說文‧酉部	&27.916A;
3319	《說文新附》：“酩，酩酊，醉也。从酉，名聲。”	說文‧酉部	&27.9169;
3368	《說文》：“𪊨，大麋也。狗足。从鹿，旨聲。麂，或从几。”	說文‧鹿部	&27.E840;
3570	《說文》：“禎，祥也。从示，貞聲。”	說文‧示部	&27.798E;
3571	《說文》：“福，祐也。从示，畐聲。”	說文‧示部	&27.798F;
9482	《說文》：“禔，安福也。从示，是聲也。《易》曰：‘禔既平’。”	說文‧示部	&27.7994;
1801	《說文》：“神，天神，引出萬物者也。从示、申。”	說文‧示部	&27.795E;
4725	《說文》：“齋，戒潔也。从示，齊省聲。𪗒，籀文齋从𥜹省。”	說文‧示部	&27.9F4B;
9479	《說文》：“禋，潔祀也。一曰精意以享為禋。从示，垔聲。𠖦，籀文从宀。”	說文‧示部	&27.798B;
37786	《說文》：“祡，燒祡燓燎以祭天神。从示，此聲。《虞書》曰：‘至于岱宗，祡。’𥚨，古文祡从隋省。”	說文‧示部	&27.7961;
9477	《說文》：“禘，諦祭也。从示，帝聲。《周禮》曰：‘五歲一禘。’”	說文‧示部	&27.7998;
4941	《說文》：“禱，告事求福也。从示，壽聲。𥛈，禱或省。𥜱，籀文禱。”	說文‧示部	&27.79B1;
4941	《說文》：“禱，告事求福也。从示，壽聲。𥛈，禱或省。𥜱，籀文禱。”	說文‧示部	&27.79B1;
9480	《說文》：“禖，祭也。从示，某聲。”	說文‧示部	&27.7996;
37806	《說文》：“𥚩，祭具也。从示，胥聲。”	說文‧示部	&27.E010;
9483	《說文》：“禓，道上祭。从示，昜聲。”	說文‧示部	&27.7993;
3572	《說文》：“禍，害也，神不福也。从示，咼聲。”	說文‧示部	&27.798D;
9437	《說文》：“瑱，以玉充耳也。从玉，真聲。《詩》曰：‘玉之瑱兮。’𦗁，瑱或从耳。”	說文‧玉部	&27.7471;
9438	《說文》：“瑵，車蓋玉瑵。从玉，蚤聲。”	說文‧玉部	&27.7475;
28880	《說文》：“瑬，垂玉也，冕飾。从玉，流聲。”	說文‧玉部	&27.E025;
9436	《說文》：“瑳，玉色鮮白，从玉，差聲。”	說文‧玉部	&27.7473;
9441	《說文》：“𤩰，玉英華羅列秩秩。从玉，㮚聲。《逸論語》曰：‘玉粲之璱兮，其𤩰猛也。’”	說文‧玉部	&27.746E;
9439	《說文》：“瑲，玉聲也。从玉，倉聲。《詩》曰：‘鞗革有瑲。’”	說文‧玉部	&27.7472;
3547	《說文》：“瑣，玉聲也。从玉，𧴪聲。”	說文‧玉部	&27.7463;
28857	《說文》：“𤧩，石之似玉者。从玉，𥄗聲。”	說文‧玉部	&27.E034;
28864	《說文》：“瑦，石之似玉者。从玉，烏聲。”	說文‧玉部	&27.E039;
3566	《說文》：“碧，石之青美者。从玉、石，白聲。”	說文‧玉部	&27.78A7;
3546	《說文》：“瑤，玉之美者。从玉，䍃聲。《詩》曰：‘報之以瓊瑤。’”	說文‧玉部	&27.7464;
3549	《說文》：“瑰，玫瑰。从玉，鬼聲。一曰圜好。”	說文‧玉部	&27.7470;
2702	《說文新附》：“琛，寶也。从玉，深省聲。”	說文‧玉部	&27.741B;
35801	《說文》：“玨，二玉相合為一玨。瑴，玨或从㱿。”	說文‧玨部	&27.73A8;
9421	《說文》：“熏，火煙上出也。从屮，从黑。屮黑，熏黑也。”	說文‧屮部	&27.718F;
9590	《說文》：“蓏，在木曰果，在地曰蓏。从艸，从㼌。”	說文‧艸部	&27.84CF;
46059	《說文》：“䔇，菜之美者，雲夢之䔇。从艸，豈聲。”	說文‧艸部	&27.E050;
46020	《說文》：“䔃，菜也。从艸，祖聲。”	說文‧艸部	&27.E052;
4624	《說文》：“薇，菜也，似藿。从艸，微聲。𦵨，籀文薇省。”	說文‧艸部	&27.8587;
4624	《說文》：“薇，菜也，似藿。从艸，微聲。𦵨，籀文薇省。”	說文‧艸部	&27.8587;
46114	《說文》：“𦵡，𦵡藭，香草也。从艸，宮聲。芎，司馬相如說：𦵡或从弓。”	說文‧艸部	&27.E05A;
8934	《說文》：“葥，山苺也。从艸，歬聲。”	說文‧艸部	&27.8465;
9579	《說文》：“蒢，黃蒢，職也。从艸，除聲。”	說文‧艸部	&27.84A2;
3638	《說文》：“蒲，水艸也，可以作席。从艸，浦聲。”	說文‧艸部	&27.84B2;
9578	《說文》：“蒻，蒲子，可以為平席。从艸，弱聲。”	說文‧艸部	&27.84BB;
9573	《說文》：“蒚，夫蘺上也。从艸，鬲聲。”	說文‧艸部	&27.849A;
9565	《說文》：“蒬，棘蒬也。从艸，冤聲。”	說文‧艸部	&27.84AC;
3644	《說文》：“蒐，茅蒐，茹藘。人血所生，可以染絳。从艸，从鬼。”	說文‧艸部	&27.8490;
46029	《說文》：“䕮，日精也，以秋華。从艸，𥶶省聲。𦶗，䕮或省。”	說文‧艸部	&27.E07F;
9568	《說文》：“蒹，雚之未秀者。从艸，兼聲。”	說文‧艸部	&27.84B9;
46103	《說文》：“𦵹，雚之初生。一曰薍，一曰鵻。从艸，剡聲。菼，𦵹或从炎。”	說文‧艸部	&27.E082;
8278	《說文》：“䓿，䓿𧂄也。从艸，圅聲。”	說文‧艸部	&27.83E1;
9571	《說文》：“蓍，蒿屬。生十歲，百莖。《易》以為數：天子蓍九尺，諸侯七尺，大夫五尺，士三尺。从艸，耆聲。”	說文‧艸部	&27.84CD;
9564	《說文》：“蓂，析蓂，大薺也。从艸，冥聲。”	說文‧艸部	&27.84C2;
46074	《說文》：“𦺆，葛屬，白華。从艸，臯聲。”	說文‧艸部	&27.E08B;
9561	《說文》：“蒟，果也。从艸，竘聲。”	說文‧艸部	&27.849F;
9576	《說文》：“蒝，艸木形。从艸，原聲。”	說文‧艸部	&27.849D;
46070	《說文》：“𦵦，艸旱盡也。从艸，俶聲。《詩》曰：‘𦵦𦵦山川。’”	說文‧艸部	&27.E09C;
9570	《說文》：“蓁，艸盛皃。从艸，秦聲。”	說文‧艸部	&27.84C1;
3645	《說文》：“蒼，艸色也。从艸，倉聲。”	說文‧艸部	&27.84BC;
9580	《說文》：“蒔，更別穜。从艸，時聲。”	說文‧艸部	&27.8494;
3634	《說文》：“蓆，廣多也。从艸，席聲。”	說文‧艸部	&27.84C6;
9584	《說文》：“蒩，茅藉也。从艸，租聲。《禮》曰：‘封諸侯以土，蒩以白茅。’”	說文‧艸部	&27.84A9;
3640	《說文》：“葢，苫也。从艸，盇聲。”	說文‧艸部	&27.84CB;
46116	《說文》：“䔂，羹菜也。从艸，宰聲。”	說文‧艸部	&27.E0B2;
45736	《說文》：“𦯈，覆也。从艸，㑴省聲。”	說文‧艸部	&27.E0B8;
9595	《說文》：“蓛，以穀萎馬置莝中。从艸，敇聲。”	說文‧艸部	&27.84DB;
3641	《說文》：“蒸，析麻中榦也。从艸，烝聲。䒱，蒸或省火。”	說文‧艸部	&27.84B8;
3639	《說文》：“蒜，葷菜。从艸，祘聲。”	說文‧艸部	&27.849C;
9566	《說文》：“蒮，艸也。从艸，隺聲。《詩》曰：‘食鬱及蒮。’”	說文‧艸部	&27.84AE;
3636	《說文》：“蒙，王女也。从艸，冡聲。”	說文‧艸部	&27.8499;
46046	《說文》：“𦵵，艸也。从艸，𠧴聲。”	說文‧艸部	&27.E0C3;
3633	《說文》：“蒿，菣也。从艸，高聲。”	說文‧艸部	&27.84BF;
3635	《說文》：“蓄，積也。从艸，畜聲。”	說文‧艸部	&27.84C4;
3632	《說文新附》：“蓉，芙蓉也。从艸，容聲。”	說文‧艸部	&27.84C9;
3642	《說文新附》：“蓀，香艸也。从艸，孫聲。”	說文‧艸部	&27.84C0;
9575	《說文》：“蓐，陳艸復生也。从艸，辱聲。一曰蔟也。𦸳，籀文蓐从茻。”	說文‧蓐部	&27.84D0;
9575	《說文》：“蓐，陳艸復生也。从艸，辱聲。一曰蔟也。𦸳，籀文蓐从茻。”	說文‧蓐部	&27.84D0;
46130	《說文》：“薅，拔去田艸也。从蓐，好省聲。𦵢，籀文薅省。茠，薅或从休。《詩》曰：‘既茠荼蓼。’”	說文‧蓐部	&27.8585;
21033	《說文》：“余，語之舒也。从八，舍省聲。𠎳，二余也，讀與余同。”	說文‧八部	&27.4F59;
9428	《說文》：“犗，騬牛也。從牛，害聲。”	說文‧牛部	&27.7297;
3543	《說文》：“犖，駁牛也。从牛，勞省聲。”	說文‧牛部	&27.7296;
33330	《說文》：“㹊，白牛也。从牛，隺聲。”	說文‧牛部	&27.E0D9;
9430	《說文》：“犓，以芻莖養牛也。从牛、芻，芻亦聲。《春秋國語》曰：‘犓豢幾何。’”	說文‧牛部	&27.7293;
9429	《說文》：“犕，《易》曰：‘犕牛乘馬。’从牛，𤰇聲。”	說文‧牛部	&27.7295;
33386	《說文》：“𤛒，牛羊無子也。从牛，𠷎聲。讀若糗糧之糗。”	說文‧牛部	&27.E0E0;
8491	《說文》：“嗌，咽也。从口，益聲。𠍳，籀文嗌，上象口，下象頸脈理也。”	說文‧口部	&27.55CC;
8491	《說文》：“嗌，咽也。从口，益聲。𠍳，籀文嗌，上象口，下象頸脈理也。”	說文‧口部	&27.55CC;
24636	《說文》：“𠻜，小㱃也。从口，率聲。”	說文‧口部	&27.E0E9;
9189	《說文》：“嘄，聲嘄嘄也。从口，梟聲。”	說文‧口部	&27.5604;
9180	《說文》：“嘒，小聲也。从口，彗聲。《詩》曰：‘嘒彼小星’。嚖，或从慧。”	說文‧口部	&27.5612;
9179	《說文》：“嘌，疾也。从口，𤐫聲。”	說文‧口部	&27.560C;
24603	《說文》：“嘑，唬也。从口，虖聲。”	說文‧口部	&27.E0F5;
9190	《說文》：“嗿，聲也。从口，貪聲。《詩》曰：‘有嗿其饁。’”	說文‧口部	&27.55FF;
24644	《說文》：“𠼡，誰也。从口、𢏚，又聲。𢏚，古文疇。”	說文‧口部	&27.EE06;
3404	《說文》：“嘐，誇語也。从口，翏聲。”	說文‧口部	&27.5610;
24631	《說文》：“嗻，遮也。从口，庶聲。”	說文‧口部	&27.E0FE;
3401	《說文》：“嘖，大呼也。从口，責聲。謮，嘖或从言。”	說文‧口部	&27.5616;
3400	《說文》：“嗷，眾口愁也。从口，嗷聲。《詩》曰：‘哀鳴嗷嗷。’”	說文‧口部	&27.55F7;
24479	《說文》：“嘅，嘆也。从口，既聲。”	說文‧口部	&27.E106;
3396	《說文》：“嘆，吞歎也。从口，歎省聲。一曰太息也。”	說文‧口部	&27.5606;
9181	《說文》：“嗼，𠴫嗼也。从口，莫聲。”	說文‧口部	&27.55FC;
3390	《說文》：“嗾，使犬聲。从口，族聲。《春秋傳》曰：‘公嗾夫獒。’”	說文‧口部	&27.55FE;
2960	《說文》：“嗥，咆也。从口，臯聲。獆，譚長說嘷从犬。”	說文‧口部	&27.55E5;
30369	《說文》：“嗥，咆也。从口，臯聲。獆，譚長說嘷从犬。”	說文‧口部	&27.55E5;
9663	《說文》：“趖，走意。从走，坐聲。”	說文‧走部	&27.8D96;
47883	《說文》：“𧻲，留意也。从走，里聲。讀若小兒孩。”	說文‧走部	&27.E128;
3689	《說文》：“趙，趨趙也。从走，肖聲。”	說文‧走部	&27.8D99;
47902	《說文》：“䞭，行趚䞭也。从走，夋聲。”	說文‧走部	&27.E13C;
47852	《說文》：“𧻚，𧻚田，易居也。从走，亘聲。”	說文‧走部	&27.E143;
47901	《說文》：“𧻹，喪辟𧻹。从走，甬聲。”	說文‧走部	&27.E145;
31228	《說文》：“歰，不滑也。从四止。”	說文‧止部	&27.F4BC;
50905	《說文》：“述，循也。从辵，朮聲。䢤，籀文从秫。”	說文‧辵部	&27.8FF0;
3704	《說文》：“遝，䢔也。从辵，眔聲。”	說文‧辵部	&27.905D;
3698	《說文》：“遘，遇也。从辵，冓聲。”	說文‧辵部	&27.9058;
3702	《說文》：“遞，更易也。从辵，虒聲。”	說文‧辵部	&27.905E;
3699	《說文》：“遜，遁也。从辵，孫聲。”	說文‧辵部	&27.905C;
50878	《說文》：“送，遣也。从辵，㑞省。𨕩，籀文不省。”	說文‧辵部	&27.9001;
3700	《說文》：“遣，縱也。从辵，𠳋聲。”	說文‧辵部	&27.9063;
50920	《說文》：“遲，徐行也。从辵，犀聲。《詩》曰：‘行道遲遲。’𨒈，遲或从𡰥。遟，籀文遲从屖。”	說文‧辵部	&27.9072;
9167	《說文》：“遴，行難也。从辵，㷠聲。《易》曰：‘以往㷠。’僯，或从人。”	說文‧辵部	&27.9074;
50893	《說文》：“逋，亡也。从辵，甫聲。𨕝，籀文逋从捕。”	說文‧辵部	&27.900B;
3697	《說文》：“遠，遼也。从辵，袁聲。𨖸，古文遠。”	說文‧辵部	&27.9060;
3302	《說文》：“道，所行道也。从辵，从𩠐。一達謂之道。𡬹，古文道从𩠐、寸。”	說文‧辵部	&27.9053;
49707	《說文》：“迒，獸迹也。从辵，亢聲。𨁈，迒或从足，从更。”	說文‧辵部	&27.8FD2;
3701	《說文新附》：“遙，逍遙也。又遠也。从辵，䍃聲。”	說文‧辵部	&27.9059;
2544	《說文》：“復，往來也。从彳，复聲。”	說文‧彳部	&27.5FA9;
2093	《說文》：“御，使馬也。从彳，从卸。馭，古文御。从又，从馬。”	說文‧彳部	&27.5FA1;
26437	《說文》：“𧗸，迹也。从行，戔聲。”	說文‧行部	&27.E19E;
